GO	Term	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
GO:0044237	cellular metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	0.000312414906372945	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000607008454306628	6.94552530303297e-06	NA	2.57454286482517e-09	NA	0.000164977370091898	NA
GO:0032268	regulation of cellular protein metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0065009	regulation of molecular function	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	0.000540713657344632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903047	mitotic cell cycle process	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	NA	0.000851902988130147	NA	NA	1.92937445479182e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006914	autophagy	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044267	cellular protein metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	0.000952291879569376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051129	negative regulation of cellular component organization	NA	NA	NA	NA	NA	NA	NA	NA	0.000955067868603225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010467	gene expression	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48651849815159e-05	NA	NA	NA	NA	NA	NA	0.000306832405864493	NA	0.000444107764272499	7.41017749473339e-05	2.73860228033645e-06	NA	7.49840189296949e-08	0.000440293843158512	2.03658225694398e-05	NA
GO:0051171	regulation of nitrogen compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56882874268727e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000472670522491468	5.10463753694527e-06	5.97597729957595e-06	NA	1.30404176841056e-08	NA	0.000701931749481597	NA
GO:0090304	nucleic acid metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56882874268727e-05	NA	0.000582634287941602	0.000912491326831703	NA	NA	0.000739780862914342	0.000158396931210184	NA	0.000481249665956823	3.20137537654259e-05	2.73860228033645e-06	NA	6.38796943140802e-09	0.000540121672301511	8.22202559394742e-06	NA
GO:0010556	regulation of macromolecule biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56882874268727e-05	NA	NA	NA	NA	NA	NA	0.000962931702292361	NA	0.000905900612239433	9.70596874282346e-07	9.72696247885843e-05	NA	2.31830689925621e-06	NA	NA	NA
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56882874268727e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:2000112	regulation of cellular macromolecule biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56882874268727e-05	NA	NA	NA	NA	NA	NA	0.000903892346549627	NA	0.000684598152043666	9.98879872350214e-07	7.53176692400616e-05	NA	8.170540903047e-07	NA	NA	NA
GO:0016070	RNA metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10088189911388e-05	NA	NA	NA	NA	NA	0.000739780862914342	3.65239358524731e-05	NA	0.000673290351345102	1.57792943770552e-05	9.24535876258961e-07	NA	6.38796943140802e-09	0.000440293843158512	2.53167645361244e-05	NA
GO:0080090	regulation of primary metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10088189911388e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24544839860083e-05	2.73860228033645e-06	NA	5.25786340529107e-08	NA	NA	NA
GO:0044260	cellular macromolecule metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10088189911388e-05	NA	NA	NA	NA	NA	NA	0.000908171922413016	NA	0.000735733405874225	2.26756132876144e-05	9.24535876258961e-07	NA	3.15108460560841e-10	0.000440293843158512	1.83049959736978e-06	NA
GO:0010468	regulation of gene expression	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10088189911388e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000492160052390502	1.41000001357892e-05	5.31130002770731e-06	NA	1.33881998889749e-07	NA	NA	NA
GO:0031326	regulation of cellular biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35913769955578e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000492160052390502	9.70596874282346e-07	0.000170411306387986	NA	6.20944353021048e-06	NA	NA	NA
GO:0006366	transcription from RNA polymerase II promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35913769955578e-05	NA	NA	NA	NA	NA	0.000739780862914342	NA	NA	NA	NA	NA	NA	0.000283093038318442	NA	NA	NA
GO:0019219	regulation of nucleobase-containing compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	0.000962931702292361	NA	0.000492160052390502	9.70596874282346e-07	7.51658363573283e-06	NA	1.25244527783067e-08	NA	NA	NA
GO:0051252	regulation of RNA metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	0.000539111958487295	NA	NA	8.06543029427172e-07	3.06967893405408e-06	NA	6.38796943140802e-09	NA	0.000922150046586904	NA
GO:0060255	regulation of macromolecule metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58939516885876e-05	5.31130002770731e-06	NA	1.44470668427051e-07	NA	0.00054513030295938	NA
GO:0044271	cellular nitrogen compound biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000444107764272499	1.01617078373617e-05	0.000113045155126132	NA	1.96119531493774e-05	NA	0.000313996279926532	NA
GO:0009889	regulation of biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000492160052390502	9.70596874282346e-07	0.000195333370753524	NA	4.42901656777738e-06	NA	NA	NA
GO:0010604	positive regulation of macromolecule metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0019222	regulation of metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.8384065064862e-05	1.93872854441733e-05	NA	2.96017754188157e-07	NA	NA	NA
GO:0010629	negative regulation of gene expression	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000109120603215223	NA	NA	NA
GO:2001141	regulation of RNA biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68821940285915e-05	NA	NA	NA	NA	NA	NA	0.000539111958487295	NA	0.000949232133986001	8.06543029427172e-07	8.17182352114002e-05	NA	2.40812395991441e-07	NA	NA	NA
GO:0030163	protein catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87725948580936e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47281313109363e-08	NA	NA	NA
GO:0043297	apical junction assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87725948580936e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006139	nucleobase-containing compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.95882691847981e-05	NA	0.000582634287941602	0.000883525200440921	NA	NA	0.000987606785921326	0.000539111958487295	NA	0.000905900612239433	3.07046057580619e-05	3.06967893405408e-06	NA	9.90912443102398e-08	0.000667355643554926	2.03658225694398e-05	NA
GO:1903506	regulation of nucleic acid-templated transcription	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02776100736801e-05	NA	NA	NA	NA	NA	NA	0.000539111958487295	NA	0.000910065495920956	8.06543029427172e-07	7.71962085058388e-05	NA	1.89162772314126e-07	NA	NA	NA
GO:0006725	cellular aromatic compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11623579865458e-05	NA	0.000582634287941602	NA	NA	NA	NA	0.000539111958487295	NA	NA	6.89622699968602e-05	5.31130002770731e-06	NA	1.7462377000556e-07	NA	4.04479626887568e-05	NA
GO:0031323	regulation of cellular metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11623579865458e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.43299956293474e-05	2.73860228033645e-06	NA	6.38796943140802e-09	NA	NA	NA
GO:0043170	macromolecule metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.49734388485584e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000492160052390502	6.18721908433938e-05	2.73860228033645e-06	NA	6.38796943140802e-09	NA	1.0738374777654e-05	NA
GO:0034641	cellular nitrogen compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.08006511068708e-05	NA	0.00070428425325375	NA	NA	NA	NA	NA	NA	NA	0.000109242331131083	2.91020821299965e-06	NA	1.83732894561594e-07	NA	2.03658225694398e-05	NA
GO:0009893	positive regulation of metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.18090006922351e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0034654	nucleobase-containing compound biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.18090006922351e-05	NA	NA	NA	NA	NA	NA	0.000962931702292361	NA	0.000472670522491468	8.06543029427172e-07	0.000200961327682603	NA	5.25812568540464e-06	NA	0.000758039628570368	NA
GO:0097659	nucleic acid-templated transcription	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.18090006922351e-05	NA	NA	NA	NA	NA	0.000987606785921326	0.000539111958487295	NA	0.000472670522491468	8.06543029427172e-07	4.16746385360106e-05	NA	5.25786340529107e-08	NA	NA	NA
GO:0046483	heterocycle metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.61640150715245e-05	NA	0.000582634287941602	NA	NA	NA	NA	0.000539111958487295	NA	NA	3.99356718834738e-05	5.31130002770731e-06	NA	5.94117621725155e-08	NA	2.03658225694398e-05	NA
GO:0070830	bicellular tight junction assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.61640150715245e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0018130	heterocycle biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.84562964966412e-05	NA	NA	NA	NA	NA	NA	0.000962931702292361	NA	0.000472670522491468	8.06543029427172e-07	0.000238481297168693	NA	5.07498341218061e-06	NA	0.000758039628570368	NA
GO:0019438	aromatic compound biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.03734241275939e-05	NA	NA	NA	NA	NA	NA	0.000962931702292361	NA	0.000472670522491468	8.06543029427172e-07	0.000238481297168693	NA	7.85077784914203e-06	NA	NA	NA
GO:0006357	regulation of transcription from RNA polymerase II promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.34537750891529e-05	NA	NA	NA	NA	NA	0.000987606785921326	NA	NA	NA	NA	NA	NA	0.00051142530856079	NA	NA	NA
GO:0006355	regulation of transcription, DNA-templated	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.46294336145299e-05	NA	NA	NA	NA	NA	NA	0.000539111958487295	NA	0.000905900612239433	8.06543029427172e-07	7.5346086698453e-05	NA	2.28302467103972e-07	NA	NA	NA
GO:0034645	cellular macromolecule biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.03076959122577e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000472670522491468	3.07046057580619e-05	0.000142922708617304	NA	6.45536358086491e-06	NA	7.42510236192083e-05	NA
GO:0048522	positive regulation of cellular process	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.86868999689133e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000857678908416852	NA	NA	NA
GO:0006351	transcription, DNA-templated	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.86868999689133e-05	NA	NA	NA	NA	NA	0.000987606785921326	0.000539111958487295	NA	0.000472670522491468	8.06543029427172e-07	4.02089349084009e-05	NA	6.58323339157369e-08	NA	NA	NA
GO:0031325	positive regulation of cellular metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.86868999689133e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0048519	negative regulation of biological process	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.92789168775726e-05	NA	0.000937071549263152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.02697714914986e-05	NA	NA	NA
GO:0009059	macromolecule biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0213682246403e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000481249665956823	3.48368765142111e-05	0.000214894671138149	NA	2.2892292076971e-05	NA	0.000197082642311766	NA
GO:0048523	negative regulation of cellular process	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.29260883546402e-05	NA	0.00074519664541649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.45536358086491e-06	NA	NA	NA
GO:0032774	RNA biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.29260883546402e-05	NA	NA	NA	NA	NA	NA	0.000539111958487295	NA	0.000472670522491468	9.47391921795912e-07	6.7497871927232e-05	NA	2.65472891561527e-07	NA	0.000577339795111729	NA
GO:1901360	organic cyclic compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000100305910102029	NA	0.000582634287941602	NA	NA	NA	NA	0.000689613331443283	NA	NA	7.41017749473339e-05	9.06121793174073e-06	NA	3.44729860089024e-07	NA	2.03658225694398e-05	NA
GO:0006807	nitrogen compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000102688609053996	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000490863694275658	2.73860228033645e-06	NA	7.17826534441956e-07	NA	2.03658225694398e-05	NA
GO:1901362	organic cyclic compound biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000109161531952558	NA	NA	NA	NA	NA	NA	NA	NA	0.000492160052390502	9.87337291039639e-07	0.000335900665336683	NA	9.20679129087317e-06	NA	0.000756757677564328	NA
GO:0016567	protein ubiquitination	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000139681339140013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000518309337016289	2.19915543129198e-07	0.000540121672301511	NA	NA
GO:0042176	regulation of protein catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000139681339140013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05412660310079e-05	NA	0.000644894756983861	NA
GO:0044249	cellular biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000166850386404226	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000176323088864701	0.000751605488051425	NA	0.000175150137781852	NA	NA	NA
GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000167228948184495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000674599032030991	NA	NA	NA
GO:0031398	positive regulation of protein ubiquitination	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000172205169065765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000518309337016289	0.000220280434198452	NA	NA	NA
GO:0032446	protein modification by small protein conjugation	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000238127097607657	NA	NA	0.000561046680229405	NA	NA	NA	NA	NA	NA	NA	NA	0.000518309337016289	8.170540903047e-07	0.000440293843158512	NA	NA
GO:1901575	organic substance catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000238127097607657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.69434906351772e-05	NA	0.00057761882295043	NA
GO:0009057	macromolecule catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000238127097607657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7462377000556e-07	NA	7.39651077338199e-05	NA
GO:1902589	single-organism organelle organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00029482891867823	NA	NA	NA	1.98256019060484e-10	NA	0.000969495971617898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051173	positive regulation of nitrogen compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000300069725086074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044238	primary metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000301343281801421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73860228033645e-06	NA	2.52107613855975e-07	NA	7.05556361638934e-05	NA
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000307002128497114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00052462437607428	0.000403713038452039	NA	NA	NA
GO:0010628	positive regulation of gene expression	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000311163165383929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0007043	cell-cell junction assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000312414906372945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008219	cell death	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000312734904340087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0016265	death	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000312734904340087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0048518	positive regulation of biological process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000314549360765349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000688814314411362	NA	NA	NA
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00034564417336917	NA	NA	NA	NA	NA	0.000987606785921326	NA	NA	NA	NA	NA	NA	0.000403713038452039	NA	NA	NA
GO:0010557	positive regulation of macromolecule biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000350597994511382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045892	negative regulation of transcription, DNA-templated	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00038407285774419	NA	NA	NA	NA	NA	0.0008158319675561	NA	NA	NA	NA	NA	NA	0.000111401855150901	NA	NA	NA
GO:0051172	negative regulation of nitrogen compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000415359787273791	NA	NA	NA	NA	NA	0.000921805816898854	NA	NA	NA	NA	NA	NA	2.2892292076971e-05	NA	NA	NA
GO:0071704	organic substance metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000482665113630975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91020821299965e-06	NA	3.44729860089024e-07	NA	0.000114728063275918	NA
GO:0006384	transcription initiation from RNA polymerase III promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000482665113630975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0006915	apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000482665113630975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0070647	protein modification by small protein conjugation or removal	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000507311253331169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60746205581393e-06	NA	NA	NA
GO:0045787	positive regulation of cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000533764146988311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000101045248689605	NA	NA	NA
GO:0050851	antigen receptor-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000541537154763584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010605	negative regulation of macromolecule metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00054482442779989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.85273163767052e-05	NA	NA	NA
GO:0031328	positive regulation of cellular biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00054482442779989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044257	cellular protein catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00054482442779989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.38796943140802e-09	NA	NA	NA
GO:0012501	programmed cell death	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00057444490504415	NA	0.000895155013066633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009058	biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00057444490504415	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000163811387741703	0.000414503571921688	NA	0.000429512346274202	NA	NA	NA
GO:0051247	positive regulation of protein metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000575893891015205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903507	negative regulation of nucleic acid-templated transcription	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000575893891015205	NA	NA	NA	NA	NA	0.000921805816898854	NA	NA	NA	NA	NA	NA	3.962423047892e-05	NA	NA	NA
GO:1901576	organic substance biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000590131188912535	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000221648474569369	0.000335900665336683	NA	0.00093018301229977	NA	NA	NA
GO:0090382	phagosome maturation	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000643928116668897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0010941	regulation of cell death	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000654849026474018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000654849026474018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0022607	cellular component assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000654849026474018	NA	NA	0.000143540300343082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045661	regulation of myoblast differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000678215799317033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051254	positive regulation of RNA metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000678215799317033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1902679	negative regulation of RNA biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000678215799317033	NA	NA	NA	NA	NA	0.000921805816898854	NA	NA	NA	NA	NA	NA	1.7891949458902e-05	NA	NA	NA
GO:0010498	proteasomal protein catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000678215799317033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66126520405692e-08	NA	NA	NA
GO:1902680	positive regulation of RNA biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000679398447570688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051253	negative regulation of RNA metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000689308444057675	NA	NA	NA	NA	NA	0.000921805816898854	NA	NA	NA	NA	NA	NA	6.45536358086491e-06	NA	NA	NA
GO:0000086	G2/M transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000711385727192178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009891	positive regulation of biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000711385727192178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045893	positive regulation of transcription, DNA-templated	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00075272783068249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:1903508	positive regulation of nucleic acid-templated transcription	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00075272783068249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044085	cellular component biogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000766789399831415	NA	0.000582634287941602	6.3828819614487e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042981	regulation of apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00077215878413411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0090068	positive regulation of cell cycle process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00077215878413411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000782876343325611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000288214332589086	NA	NA	NA	NA	NA
GO:0010558	negative regulation of macromolecule biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000782876343325611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000114605141706428	NA	NA	NA
GO:0044839	cell cycle G2/M phase transition	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000782876343325611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0044265	cellular macromolecule catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000795654619561359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31020207257843e-07	NA	8.99216045377189e-05	NA
GO:0043067	regulation of programmed cell death	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000823867492664355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0009892	negative regulation of metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000891574192010075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000196714990206409	NA	NA	NA
